STATE,Conductivity_Min_Log,Conductivity_Max_Log,Temperature_Avg,Temperature_Range,pH_Avg,pH_Range,Conductivity_Log_Avg,Conductivity_Log_Range
ASSAM,5.796057750765372,5.808142489980444,25.0,2.0,6.949999999999999,0.2999999999999998,5.8021001203729075,0.012084739215072027
ASSAM,5.733341276897746,5.733341276897746,25.0,0.0,7.2,0.0,5.733341276897746,0.0
ASSAM,5.996452088619021,6.013715156042802,28.0,2.0,7.449999999999999,0.2999999999999998,6.005083622330911,0.01726306742378103
ASSAM,5.652489180268651,5.666426688112432,25.5,1.0,7.05,0.5,5.6594579341905416,0.01393750784378156
ASSAM,5.8664680569332965,5.872117789475416,27.5,1.0,7.8,0.0,5.869292923204356,0.005649732542119423
ASSAM,5.2832037287379885,5.676753802268282,23.0,0.0,7.1,0.6000000000000005,5.479978765503136,0.39355007353029325
ASSAM,5.755742213586912,5.755742213586912,26.0,0.0,7.7,0.0,5.755742213586912,0.0
ASSAM,5.572154032177765,5.58724865840025,25.5,5.0,7.25,1.0999999999999996,5.579701345289007,0.01509462622248492
ASSAM,5.517452896464707,5.560681631015528,24.0,2.0,7.4,1.2000000000000002,5.539067263740117,0.043228734550820214
ASSAM,5.7430031878094825,5.777652323222656,28.5,7.0,7.6,0.0,5.7603277555160695,0.03464913541317394
ASSAM,5.69035945432406,5.863631175598097,27.0,2.0,7.550000000000001,0.2999999999999998,5.776995314961079,0.17327172127403667
ASSAM,5.556828061699537,5.572154032177765,28.0,4.0,7.699999999999999,0.20000000000000018,5.564491046938651,0.015325970478227369
ASSAM,5.902633333401366,5.916202062607435,27.0,4.0,7.8,0.40000000000000036,5.9094176980044,0.013568729206069108
ASSAM,5.4638318050256105,5.638354669333745,24.0,4.0,7.35,0.10000000000000053,5.551093237179678,0.1745228643081349
ASSAM,5.733341276897746,5.877735781779639,35.5,3.0,7.35,0.10000000000000053,5.805538529338692,0.14439450488189287
ASSAM,5.746203190540153,5.746203190540153,26.0,0.0,7.0,0.0,5.746203190540153,0.0
ASSAM,5.568344503761097,5.968707559985366,23.0,4.0,7.45,0.5,5.768526031873231,0.40036305622426926
ASSAM,5.37989735354046,5.662960480135946,24.0,2.0,7.1,0.20000000000000018,5.521428916838203,0.2830631265954864
ASSAM,5.771441123130016,5.8944028342648505,27.0,6.0,7.4,0.20000000000000018,5.832921978697433,0.12296171113483467
ASSAM,5.579729825986222,5.594711379601839,25.0,0.0,7.35,0.10000000000000053,5.58722060279403,0.014981553615617038
ASSAM,5.765191102784844,5.780743515792329,27.5,3.0,7.25,0.09999999999999964,5.772967309288587,0.015552413007484667
ASSAM,5.209486152841421,5.765191102784844,23.0,2.0,7.1,0.20000000000000018,5.487338627813132,0.555704949943423
ASSAM,5.54907608489522,5.700443573390687,23.0,2.0,7.3,0.0,5.6247598291429535,0.15136748849546677
ASSAM,5.66988092298052,5.831882477283517,28.0,0.0,7.3,0.0,5.750881700132018,0.16200155430299734
ASSAM,5.8916442118257715,5.8944028342648505,30.5,3.0,7.6,0.39999999999999947,5.893023523045311,0.0027586224390789837
ASSAM,5.488937726156687,5.556828061699537,30.0,4.0,7.75,0.5,5.522882893928112,0.06789033554285062
ASSAM,5.342334251964811,5.493061443340548,23.5,3.0,7.15,0.7000000000000002,5.417697847652679,0.1507271913757373
ASSAM,5.7745515455444085,5.799092654460526,24.0,0.0,7.1,0.20000000000000018,5.7868221000024676,0.02454110891611716
ASSAM,5.25227342804663,5.4116460518550396,25.0,2.0,7.3,0.5999999999999996,5.331959739950834,0.15937262380840966
ASSAM,5.730099782973574,5.730099782973574,26.0,0.0,7.5,0.0,5.730099782973574,0.0
ASSAM,5.003946305945459,5.7899601708972535,24.5,1.0,7.25,0.09999999999999964,5.396953238421356,0.7860138649517943
ASSAM,5.7899601708972535,5.820082930352362,24.5,1.0,7.050000000000001,0.2999999999999998,5.805021550624808,0.030122759455108117
ASSAM,5.7899601708972535,5.808142489980444,27.0,2.0,7.65,0.10000000000000053,5.799051330438848,0.018182319083190457
ASSAM,5.5093883366279774,5.942799375126701,28.0,4.0,7.25,0.09999999999999964,5.726093855877339,0.43341103849872376
ASSAM,5.488937726156687,5.746203190540153,19.5,1.0,7.65,0.5,5.617570458348419,0.2572654643834662
ASSAM,5.673323267171493,5.746203190540153,26.5,1.0,6.9,0.20000000000000018,5.709763228855823,0.07287992336866012
ASSAM,5.8888779583328805,5.8971538676367405,28.5,1.0,7.2,0.0,5.8930159129848105,0.008275909303860018
ASSAM,5.659482215759621,5.8377304471659395,28.0,0.0,7.1,0.20000000000000018,5.74860633146278,0.17824823140631807
ASSAM,5.796057750765372,5.796057750765372,26.0,0.0,7.2,0.0,5.796057750765372,0.0
ASSAM,5.272999558563747,5.802118375377063,24.5,1.0,7.4,0.0,5.537558966970405,0.5291188168133161
ASSAM,5.673323267171493,5.860786223465865,27.5,3.0,7.4,0.39999999999999947,5.76705474531868,0.1874629562943726
ASSAM,5.5134287461649825,5.5134287461649825,22.0,0.0,7.1,0.0,5.5134287461649825,0.0
ASSAM,5.564520407322694,5.564520407322694,22.0,0.0,7.3,0.0,5.564520407322694,0.0
ASSAM,5.278114659230517,5.278114659230517,24.0,0.0,7.4,0.0,5.278114659230517,0.0
ASSAM,5.14166355650266,5.666426688112432,25.5,1.0,7.2,0.40000000000000036,5.404045122307546,0.5247631316097721
ASSAM,5.998936561946683,6.0473721790462776,27.0,6.0,7.9,0.0,6.02315437049648,0.048435617099594985
ASSAM,5.198497031265826,5.8888779583328805,23.5,1.0,7.25,0.9000000000000004,5.543687494799354,0.6903809270670545
ASSAM,5.484796933490655,5.659482215759621,24.0,2.0,7.15,0.2999999999999998,5.5721395746251385,0.17468528226896662
ASSAM,5.713732805509369,5.733341276897746,31.5,9.0,7.5,0.1999999999999993,5.723537041203557,0.01960847138837707
ASSAM,5.82600010738045,5.8377304471659395,29.5,3.0,7.4,0.0,5.831865277273195,0.01173033978548954
ASSAM,5.455321115357702,5.476463551931511,26.0,2.0,6.85,0.10000000000000053,5.465892333644606,0.02114243657380932
ASSAM,5.327876168789581,5.327876168789581,22.0,0.0,7.2,0.0,5.327876168789581,0.0
ASSAM,5.968707559985366,5.973809611869261,28.0,2.0,7.95,0.09999999999999964,5.9712585859273135,0.005102051883895342
ASSAM,5.602118820879701,5.717027701406222,25.5,1.0,7.2,0.0,5.659573261142961,0.11490888052652082
ASSAM,5.583496308781699,5.583496308781699,26.0,0.0,7.4,0.0,5.583496308781699,0.0
ASSAM,4.5217885770490405,4.5217885770490405,20.0,0.0,7.5,0.0,4.5217885770490405,0.0
ASSAM,5.8971538676367405,5.918893854273146,26.0,0.0,7.5,0.1999999999999993,5.908023860954943,0.02173998663640564
ASSAM,5.855071922202427,5.87493073085203,27.5,1.0,6.9,0.20000000000000018,5.865001326527229,0.019858808649603432
ASSAM,5.963579343618446,5.978885764901122,26.5,1.0,7.3,0.0,5.9712325542597835,0.01530642128267612
BIHAR,6.833031732786201,6.833031732786201,24.0,0.0,7.3,0.0,6.833031732786201,0.0
BIHAR,6.066108090103747,6.198478716492308,25.5,1.0,7.550000000000001,0.2999999999999998,6.132293403298028,0.13237062638856045
BIHAR,6.077642243349034,6.118097198041348,24.5,7.0,7.4,0.20000000000000018,6.097869720695192,0.04045495469231408
BIHAR,6.018593214496234,6.234410725718371,26.5,3.0,7.5,0.1999999999999993,6.126501970107302,0.215817511222137
BIHAR,6.1070228877422545,6.270988431858299,28.0,4.0,7.45,0.09999999999999964,6.1890056598002765,0.1639655441160448
BIHAR,6.464588303689961,6.464588303689961,24.0,0.0,7.5,0.0,6.464588303689961,0.0
BIHAR,7.057036981697891,7.057036981697891,26.0,0.0,7.0,0.0,7.057036981697891,0.0
BIHAR,5.6937321388027,5.6937321388027,28.0,0.0,7.6,0.0,5.6937321388027,0.0
BIHAR,6.595780513961311,6.641182169740591,24.5,3.0,7.35,0.7000000000000002,6.618481341850951,0.04540165577927979
BIHAR,5.846438775057725,5.846438775057725,25.0,0.0,7.6,0.0,5.846438775057725,0.0
BIHAR,6.590301048196686,6.840546529288687,21.0,2.0,7.45,0.09999999999999964,6.715423788742687,0.2502454810920014
BIHAR,6.720220155135295,6.720220155135295,21.0,0.0,7.7,0.0,6.720220155135295,0.0
BIHAR,6.876264611890766,6.876264611890766,25.0,0.0,7.2,0.0,6.876264611890766,0.0
BIHAR,5.950642552587727,5.950642552587727,22.0,0.0,7.9,0.0,5.950642552587727,0.0
BIHAR,6.666956792429207,6.666956792429207,20.0,0.0,7.7,0.0,6.666956792429207,0.0
BIHAR,5.476463551931511,5.476463551931511,20.0,0.0,7.4,0.0,5.476463551931511,0.0
BIHAR,6.0112671744041615,6.142037405587356,26.0,2.0,7.9,0.20000000000000018,6.076652289995758,0.13077023118319442
BIHAR,6.777646593635117,6.777646593635117,20.0,0.0,7.0,0.0,6.777646593635117,0.0
BIHAR,5.950642552587727,5.998936561946683,22.0,4.0,7.300000000000001,0.20000000000000018,5.974789557267204,0.04829400935895567
BIHAR,6.698268054115413,7.02197642307216,25.5,1.0,7.85,0.5,6.860122238593787,0.3237083689567468
BIHAR,6.349138991379798,6.349138991379798,22.0,0.0,7.9,0.0,6.349138991379798,0.0
BIHAR,6.651571873589727,6.654152520183219,24.0,0.0,7.2,0.0,6.652862196886473,0.0025806465934916645
BIHAR,6.947937068614969,6.947937068614969,23.0,0.0,7.8,0.0,6.947937068614969,0.0
BIHAR,5.4510384535657,5.4510384535657,24.0,0.0,7.9,0.0,5.4510384535657,0.0
BIHAR,7.155396301896734,7.155396301896734,21.0,0.0,7.2,0.0,7.155396301896734,0.0
BIHAR,7.01301578963963,7.01301578963963,22.0,0.0,7.5,0.0,7.01301578963963,0.0
BIHAR,6.841615476477592,6.841615476477592,24.0,0.0,7.4,0.0,6.841615476477592,0.0
BIHAR,5.598421958998375,5.598421958998375,25.0,0.0,7.9,0.0,5.598421958998375,0.0
BIHAR,6.738152494595957,6.8658910748834385,25.5,1.0,7.9,1.3999999999999995,6.802021784739698,0.12773858028748108
BIHAR,6.591673732008658,6.833031732786201,22.0,0.0,7.75,1.1000000000000005,6.712352732397429,0.24135800077754244
BIHAR,6.994849985833071,7.421177528595393,22.0,0.0,6.85,0.2999999999999998,7.208013757214232,0.42632754276232276
BIHAR,6.343880434126331,6.755768921984255,26.0,2.0,7.0,0.40000000000000036,6.549824678055293,0.4118884878579241
BIHAR,5.703782474656201,5.703782474656201,20.0,0.0,7.6,0.0,5.703782474656201,0.0
BIHAR,5.579729825986222,5.7745515455444085,24.5,1.0,7.800000000000001,0.20000000000000018,5.677140685765315,0.1948217195581865
BIHAR,6.1070228877422545,6.1070228877422545,24.0,0.0,7.3,0.0,6.1070228877422545,0.0
BIHAR,7.02197642307216,7.223295679562314,22.0,2.0,6.9,0.0,7.122636051317237,0.20131925649015425
BIHAR,6.467698726104354,6.733401891837359,26.0,2.0,7.75,0.5,6.600550308970856,0.26570316573300534
BIHAR,6.0867747269123065,6.159095388491933,26.5,1.0,7.6,0.20000000000000018,6.1229350577021195,0.07232066157962613
BIHAR,6.93828448401696,6.93828448401696,20.0,0.0,7.1,0.0,6.93828448401696,0.0
BIHAR,6.905753276311464,7.396948602621014,22.5,1.0,7.05,0.09999999999999964,7.151350939466239,0.49119532630954943
BIHAR,6.369900982828227,6.369900982828227,23.0,0.0,7.1,0.0,6.369900982828227,0.0
BIHAR,6.54965074223381,7.030857476116121,26.0,0.0,7.4,0.39999999999999947,6.790254109174965,0.4812067338823107
BIHAR,5.568344503761097,6.78332520060396,26.5,1.0,7.05,0.5,6.175834852182528,1.2149806968428631
BIHAR,7.390798521735676,7.390798521735676,28.0,0.0,7.1,0.0,7.390798521735676,0.0
BIHAR,5.659482215759621,6.413458957167357,25.5,1.0,7.7,0.5999999999999996,6.036470586463489,0.7539767414077359
BIHAR,6.156978985585555,6.278521424165844,21.0,0.0,7.15,0.10000000000000053,6.217750204875699,0.12154243858028924
BIHAR,5.429345628954441,6.679599185844383,28.5,1.0,7.4,0.0,6.0544724073994125,1.250253556889942
BIHAR,6.665683717782408,6.698268054115413,25.0,0.0,7.65,0.10000000000000053,6.68197588594891,0.03258433633300495
BIHAR,5.8664680569332965,5.8664680569332965,20.0,0.0,8.1,0.0,5.8664680569332965,0.0
BIHAR,5.6131281063880705,6.100318952020064,23.0,4.0,7.65,0.5,5.856723529204068,0.4871908456319938
BIHAR,6.919683849847411,7.170888478512505,24.5,3.0,7.1,0.39999999999999947,7.045286164179958,0.25120462866509374
BIHAR,7.065613363597717,7.065613363597717,27.0,0.0,7.2,0.0,7.065613363597717,0.0
BIHAR,7.193685818395112,7.193685818395112,22.0,0.0,7.1,0.0,7.193685818395112,0.0
BIHAR,6.601230118728877,6.601230118728877,20.0,0.0,7.9,0.0,6.601230118728877,0.0
CHANDIGARH,6.5722825426940075,6.690842277418564,25.65,1.5,7.15,0.10000000000000053,6.6315624100562856,0.11855973472455617
CHANDIGARH,6.340359303727752,6.949856455000773,25.65,1.3000000000000007,7.15,0.2999999999999998,6.645107879364263,0.609497151273021
CHANDIGARH,6.799055862058796,6.813444599510896,25.7,1.3999999999999986,7.300000000000001,0.20000000000000018,6.806250230784846,0.014388737452099676
CHANDIGARH,6.226536669287466,6.311734809152915,25.65,1.3000000000000007,7.25,0.09999999999999964,6.26913573922019,0.08519813986544911
CHANDIGARH,6.543911845564792,6.595780513961311,25.549999999999997,1.3000000000000007,7.05,0.09999999999999964,6.569846179763052,0.05186866839651927
CHANDIGARH,6.728628613084702,6.754604099487962,25.4,1.4000000000000021,7.0,0.0,6.7416163562863325,0.02597548640326064
CHANDIGARH,6.408528791059498,6.45833828334479,25.8,1.6000000000000014,7.15,0.2999999999999998,6.433433537202144,0.04980949228529141
CHHATTISGARH,7.315218389752975,8.04012466444838,26.2,0.0,7.199999999999999,0.20000000000000018,7.677671527100677,0.7249062746954049
CHHATTISGARH,8.451694209183541,10.742313916626546,26.05,0.10000000000000142,7.15,0.10000000000000053,9.597004062905043,2.290619707443005
CHHATTISGARH,8.225770799348734,8.709795057617749,26.2,0.0,6.9,0.6000000000000005,8.467782928483242,0.48402425826901485
CHHATTISGARH,5.937536205082426,5.937536205082426,27.4,0.0,7.5,0.0,5.937536205082426,0.0
CHHATTISGARH,5.855071922202427,5.855071922202427,27.3,0.0,7.4,0.0,5.855071922202427,0.0
CHHATTISGARH,5.541263545158426,5.556828061699537,28.0,0.0,7.4,0.20000000000000018,5.549045803428982,0.015564516541111573
CHHATTISGARH,5.545177444479562,5.572154032177765,25.0,6.0,7.35,0.10000000000000053,5.5586657383286635,0.026976587698202437
BIHAR,5.5134287461649825,5.991464547107982,24.0,6.0,7.65,0.5,5.752446646636482,0.47803580094299924
BIHAR,5.552959584921617,5.552959584921617,21.0,0.0,7.2,0.0,5.552959584921617,0.0
BIHAR,6.154858094016418,6.670766320845874,26.5,1.0,7.3,0.40000000000000036,6.412812207431146,0.5159082268294561
BIHAR,6.284134161070802,6.618738983517219,26.0,2.0,7.949999999999999,1.2999999999999998,6.451436572294011,0.3346048224464173
BIHAR,6.054439346269371,6.816735880594968,27.0,2.0,7.550000000000001,0.2999999999999998,6.435587613432169,0.7622965343255972
BIHAR,6.643789733147672,6.68586094706836,27.0,2.0,7.550000000000001,0.7000000000000002,6.664825340108016,0.042071213920687356
BIHAR,6.18826412308259,6.18826412308259,25.0,0.0,7.3,0.0,6.18826412308259,0.0
BIHAR,7.273092595999522,7.273092595999522,21.0,0.0,7.1,0.0,7.273092595999522,0.0
BIHAR,6.851184927493743,6.851184927493743,25.0,0.0,7.8,0.0,6.851184927493743,0.0
BIHAR,5.746203190540153,5.746203190540153,24.0,0.0,8.2,0.0,5.746203190540153,0.0
BIHAR,6.175867270105761,6.175867270105761,21.0,0.0,8.7,0.0,6.175867270105761,0.0
BIHAR,7.02197642307216,7.02197642307216,24.0,0.0,7.0,0.0,7.02197642307216,0.0
BIHAR,6.593044534142437,6.811244378601294,22.0,4.0,6.95,0.5,6.702144456371865,0.21819984445885687
BIHAR,7.640603826393634,7.640603826393634,24.0,0.0,7.8,0.0,7.640603826393634,0.0
BIHAR,5.488937726156687,5.488937726156687,21.0,0.0,7.9,0.0,5.488937726156687,0.0
DAMAN & DIU,6.082218910376446,6.095824562432225,28.2,2.0,7.15,0.10000000000000053,6.0890217364043355,0.01360565205577835
DAMAN & DIU,6.703188113240863,6.728628613084702,28.200000000000003,0.1999999999999993,6.9,0.39999999999999947,6.715908363162782,0.025440499843838893
DADRA & NAGAR HAVELI,6.335054251498059,6.403574197934815,28.4,0.40000000000000213,7.199999999999999,0.20000000000000018,6.369314224716437,0.06851994643675585
DAMAN & DIU,7.02197642307216,7.1891677384203225,28.75,0.7000000000000028,7.05,0.09999999999999964,7.105572080746241,0.16719131534816256
DAMAN & DIU,6.52795791762255,6.697034247666484,27.9,0.8000000000000007,7.25,0.09999999999999964,6.612496082644517,0.16907633004393396
DADRA & NAGAR HAVELI,5.971261839790462,6.016157159698354,27.25,0.10000000000000142,7.199999999999999,0.20000000000000018,5.9937094997444085,0.04489531990789164
DAMAN & DIU,6.077642243349034,6.126869184114185,28.950000000000003,0.6999999999999993,7.25,0.3000000000000007,6.10225571373161,0.049226940765151106
DADRA & NAGAR HAVELI,6.182084906716632,6.206575926724928,29.25,0.29999999999999716,6.85,0.10000000000000053,6.1943304167207796,0.024491020008295727
DADRA & NAGAR HAVELI,7.949091499830517,7.9658927350845286,27.6,0.1999999999999993,7.15,0.10000000000000053,7.957492117457523,0.016801235254011893
DAMAN & DIU,7.596392304064196,7.694392802629421,28.6,0.40000000000000213,7.6,0.20000000000000018,7.645392553346809,0.09800049856522541
DADRA & NAGAR HAVELI,7.971776122880628,8.108021221376747,27.3,0.6000000000000014,7.25,0.09999999999999964,8.039898672128688,0.13624509849611943
GOA,4.77912349311153,4.77912349311153,29.0,0.0,7.1,0.0,4.77912349311153,0.0
GOA,4.624972813284271,4.624972813284271,28.0,0.0,7.9,0.0,4.624972813284271,0.0
GOA,4.5217885770490405,4.5217885770490405,29.0,0.0,5.0,0.0,4.5217885770490405,0.0
GOA,4.812184355372417,4.812184355372417,28.0,0.0,5.6,0.0,4.812184355372417,0.0
GOA,5.752572638825633,5.752572638825633,28.0,0.0,6.9,0.0,5.752572638825633,0.0
GOA,5.556828061699537,5.556828061699537,29.0,0.0,7.1,0.0,5.556828061699537,0.0
GOA,5.937536205082426,5.937536205082426,30.0,0.0,6.3,0.0,5.937536205082426,0.0
GUJARAT,7.617267813628347,8.109826276018477,27.0,0.0,7.7,0.0,7.863547044823412,0.49255846239013046
GUJARAT,8.032035314398824,8.116417072794205,30.5,1.0,8.15,0.5,8.074226193596514,0.08438175839538076
GUJARAT,6.956545443151569,7.195187320178709,28.0,2.0,8.05,0.5000000000000009,7.075866381665139,0.23864187702714013
GUJARAT,7.067319848653476,7.143617602704121,29.5,1.0,8.399999999999999,0.5999999999999996,7.105468725678799,0.07629775405064532
GUJARAT,7.095893221097532,7.095893221097532,28.0,0.0,7.2,0.0,7.095893221097532,0.0
GUJARAT,7.8343923029104365,8.039802343736485,31.5,3.0,7.8,1.5999999999999996,7.93709732332346,0.20541004082604797
GUJARAT,7.751475318021456,7.751475318021456,29.0,0.0,8.2,0.0,7.751475318021456,0.0
GUJARAT,6.796823718274855,6.846943139585379,28.0,2.0,7.95,0.7000000000000011,6.821883428930118,0.050119421310523826
GUJARAT,7.757051142032013,7.783224016336037,32.0,2.0,8.15,0.3000000000000007,7.770137579184025,0.026172874304023708
GUJARAT,7.136483208590247,7.2485040723706105,30.0,0.0,8.45,0.09999999999999964,7.1924936404804285,0.11202086378036302
GUJARAT,7.930565854233965,8.064950891749143,27.5,1.0,7.5,0.8000000000000007,7.997758372991554,0.1343850375151785
GUJARAT,8.957768009971161,9.07165285220229,30.5,1.0,7.699999999999999,0.20000000000000018,9.014710431086726,0.11388484223112805
GUJARAT,7.68017564043659,7.68017564043659,29.0,0.0,7.1,0.0,7.68017564043659,0.0
GUJARAT,8.547916364059079,8.684570300824369,31.5,1.0,7.9,1.2000000000000002,8.616243332441723,0.13665393676529014
GUJARAT,8.605753368395717,8.706490361946617,32.0,0.0,7.699999999999999,0.9999999999999991,8.656121865171167,0.10073699355089971
GUJARAT,5.953243334287785,7.832014180505469,30.0,6.0,7.35,0.10000000000000053,6.892628757396627,1.8787708462176846
GUJARAT,8.235360643753348,8.260751354700513,29.5,1.0,7.800000000000001,0.20000000000000018,8.248055999226931,0.02539071094716583
GUJARAT,7.54274354536855,7.64826303090192,29.5,1.0,8.15,0.3000000000000007,7.595503288135236,0.1055194855333701
GUJARAT,6.963189985870238,8.098338846189057,26.0,2.0,7.8,0.40000000000000036,7.530764416029648,1.135148860318819
GUJARAT,7.5251007461258,7.754052639035757,29.0,2.0,7.949999999999999,0.2999999999999998,7.639576692580778,0.228951892909957
GUJARAT,7.725771441587952,7.744136627627991,28.5,3.0,7.95,1.0999999999999996,7.734954034607972,0.018365186040038672
GUJARAT,7.6004023345004,7.791109510610028,28.5,3.0,7.8500000000000005,0.9000000000000004,7.695755922555214,0.19070717610962795
GUJARAT,8.132118772955806,8.267705664762426,27.0,2.0,7.699999999999999,0.9999999999999991,8.199912218859115,0.13558689180661965
GUJARAT,8.117610746466228,8.127109185346375,28.5,1.0,7.25,0.09999999999999964,8.122359965906302,0.00949843888014712
GUJARAT,7.904334842085095,7.957177323459475,28.5,3.0,7.8,0.7999999999999989,7.930756082772286,0.052842481374379524
GUJARAT,7.762596048540069,7.813995675002791,28.5,3.0,8.05,0.9000000000000004,7.78829586177143,0.05139962646272167
GUJARAT,9.134754385019587,9.320628725870305,29.5,1.0,8.05,0.9000000000000004,9.227691555444945,0.1858743408507184
GUJARAT,7.3310603052186325,7.3310603052186325,27.0,0.0,7.4,0.0,7.3310603052186325,0.0
GUJARAT,6.706862336602747,6.902742737158593,28.5,1.0,7.6,0.20000000000000018,6.80480253688067,0.1958804005558461
GUJARAT,7.645875825184813,7.645875825184813,29.0,0.0,7.7,0.0,7.645875825184813,0.0
GUJARAT,8.515391569469609,8.565983355585669,29.5,1.0,7.9,0.39999999999999947,8.54068746252764,0.05059178611606008
GUJARAT,8.104703468371108,8.13622555490846,26.0,2.0,7.449999999999999,0.2999999999999998,8.120464511639785,0.03152208653735222
GUJARAT,7.521859252201629,7.782807262839695,32.0,2.0,8.1,0.6000000000000005,7.652333257520662,0.2609480106380655
GUJARAT,7.4570320891223805,7.693481640835175,29.0,0.0,7.75,0.09999999999999964,7.575256864978778,0.23644955171279491
GUJARAT,7.828038032125829,8.253488028345904,29.5,1.0,7.5,0.5999999999999996,8.040763030235867,0.42544999622007484
GUJARAT,8.558910784768106,8.56388591940822,28.0,4.0,7.4,0.0,8.561398352088162,0.0049751346401141205
GUJARAT,8.044305406990638,8.054204897064407,29.5,1.0,8.0,0.1999999999999993,8.049255152027524,0.009899490073769002
